{'formasi_id': '07cfc4b9-ff47-4682-9a5f-3fb9bf276314', 'ins_nm': 'Badan Narkotika Nasional', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BADAN NARKOTIKA NASIONAL | BNNP JATIM | BNNK SIDOARJO | KLINIK PRATAMA BNNK SIDOARJO', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7400000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': 'f549a939-2a77-401e-a570-e5e927e1ffbc', 'ins_nm': 'Pemerintah Kota Sukabumi', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Sukabumi | Dinas Kesehatan | UPTD Puskesmas Sukabumi', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2500000', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'b7a90449-e69b-4c02-b531-7b42648efa3c', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS SUNGAI BUNGKAL', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '0ab03650-c4a7-4465-ba97-c74953c413d7', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | RUMAH SAKIT UMUM DAERAH MAYJEN H. A. THALIB | BIDANG PELAYANAN DAN KEPERAWATAN | SEKSI PELAYANAN KEPERAWATAN', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2485900', 'gaji_max': '3958200', 'jumlah_ms': 0}
{'formasi_id': '25a280de-8737-4f72-97fd-3d5fbd2bed41', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS RAWANG', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '3dcba69c-6e57-4cdb-8c1c-70cdd2463975', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS KOTO BARU', 'jumlah_formasi': 15, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '45614cd8-3cf9-4573-9aa8-2febd433bc52', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS TANAH KAMPUNG', 'jumlah_formasi': 13, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '72ecfbef-dd90-48c8-abcf-e76fa7cc3f32', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS DESA GEDANG', 'jumlah_formasi': 8, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'aa12c3fb-b26e-4f2c-a05a-50908f3cc01b', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS KOTO LOLO', 'jumlah_formasi': 15, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'b2a6dde0-1685-4454-8aa4-dc1f7fc79684', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS SUNGAI LIUK', 'jumlah_formasi': 6, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'b7cdb487-38e9-4497-8e60-a341cf4a8cd3', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS KUMUN DEBAI', 'jumlah_formasi': 5, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'c4d3f629-3745-42ac-997f-caeceb5f9c6c', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS SUNGAI PENUH', 'jumlah_formasi': 6, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'c79aa15c-66f4-48f1-bdc2-c9a565a472f7', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS SUNGAI BUNGKAL', 'jumlah_formasi': 13, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'cae41257-7a1d-4692-9ebf-14be5eecb9d9', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS PONDOK TINGGI', 'jumlah_formasi': 9, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'fa77c497-f8a1-4223-af65-99bdf2772230', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS TANJUNG', 'jumlah_formasi': 10, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '7e7ac1d2-d4bc-43b7-96fe-9bd2365c9b47', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'TENAGA PROMOSI KESEHATAN DAN ILMU PERILAKU TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | PUSKESMAS TANJUNG', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': 'a8252d57-bc76-4fcc-9108-e9e4f7023ad5', 'ins_nm': 'Pemerintah Kota Sungai Penuh', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'TENAGA PROMOSI KESEHATAN DAN ILMU PERILAKU TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SUNGAI PENUH | DINAS KESEHATAN | BIDANG KESEHATAN MASYARAKAT', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '4551800', 'jumlah_ms': 0}
{'formasi_id': '0868bd5f-9fec-46b9-9213-95b0495bf59e', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | RSUD BHAKTI DHARMA HUSADA | WAKIL DIREKTUR PELAYANAN DAN PENUNJANG | BIDANG PELAYANAN MEDIK DAN KEPERAWATAN', 'jumlah_formasi': 6, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '16bf2ac4-37e5-4e85-8a7e-626ab879b82b', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS BENOWO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '1ea966c5-da72-4365-89db-8448c0b1da83', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS PACAR KELING', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '238a1b94-570d-4bbe-9672-dc85fc61c063', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS SAWAHAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '314fead9-21d6-4462-bf9e-ab21c04768c6', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS BALAS KLUMPRIK', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '32db53d1-5e52-4c2e-8bb9-00a1fcb8a7b1', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS LIDAH KULON', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '3e613b42-79fa-4667-a0f8-6064b7b6d29e', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS MOROKREMBANGAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '66ee2831-18fd-4d75-8a1e-0fff9a51aae8', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS KREMBANGAN SELATAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '686b8126-05cf-4faa-86c4-f7f4105278ca', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS JEMURSARI', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '771b6e63-f00f-444a-ab0c-88c4702d2974', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS NGAGEL REJO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '7bb1db9c-fd8a-4315-b331-40fdf99c2517', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS MANUKAN KULON', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '84b0ff3b-bcae-46cd-b36c-a7c31bc608fe', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS MADE', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '955f6c9c-f8f2-4ed1-9637-cbb9be931ccb', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS WONOKROMO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '9ca2b6a4-4411-462d-b827-7d9a62ce9ed4', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS KENJERAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'a0047e90-52f2-4a31-ad41-dd89b8de9bbc', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS DR. SOETOMO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'a99ef23b-6718-498a-8744-576b41f3f7f5', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS SAWAH PULO', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'b12d83b4-3f95-4b42-a981-01d58f04574f', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS ASEMROWO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'bfcd3a28-5d8c-4f3d-86c5-5bfcedf11a53', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS KALIJUDAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'c2337f37-f019-43d4-b9a4-3ee8976e10f8', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | RSUD DR. MOHAMAD SOEWANDHIE | WAKIL DIREKTUR PELAYANAN DAN PENUNJANG | BIDANG PELAYANAN MEDIK, KEPERAWATAN, PENDIDIKAN DAN PENELITIAN', 'jumlah_formasi': 3, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'c5a30fe5-e874-4af0-aae7-095c7dc2d5b5', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS KEDUNGDORO', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'c67e8669-0f11-4a81-94f0-86dc413ee3e7', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS LONTAR', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'd5006ab2-ee7a-4fad-82e0-9f1eca0f8680', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS KLAMPIS NGASEM', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'd5333c0c-12f4-432a-a5ec-9bb539f11aea', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS GUNDIH', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'e0ac184f-6cb5-4f5e-aa1a-be95c7df0cdf', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS PUCANG SEWU', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'e5475fff-1e4d-4bdc-ac26-16b1e568a42c', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS PERAK TIMUR', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'f02382b5-611b-4084-9f71-31562d1adbed', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS BULAK BANTENG', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'f4d8560e-62f6-4800-b79e-b661440f5a79', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS GADING', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'f64a05eb-e483-4555-970d-6b060e3e2842', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS MEDOKAN AYU', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': 'f70be551-1a3c-42bc-8e2d-70bf0dc0d840', 'ins_nm': 'Pemerintah Kota Surabaya', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'PEMERINTAH KOTA SURABAYA | DINAS KESEHATAN | PUSKESMAS DUPAK', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '2858800', 'gaji_max': '2858800', 'jumlah_ms': 0}
{'formasi_id': '13affe04-0e0d-4c29-ade5-69c27caa4bd3', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Sudimara Pinang', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
{'formasi_id': '19d2d6cd-1f34-4747-8507-3bda3e78f7c8', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Karang Tengah', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
{'formasi_id': '212a79e8-a95f-432d-b29c-c60abcdfb030', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Pondok Bahar', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6858800', 'jumlah_ms': 0}
{'formasi_id': '278bde28-867d-459d-83c2-cde88d1f57e4', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Bugel', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
{'formasi_id': '2d3456c8-0ee2-4816-a922-690fd4cc84a2', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Tajur', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
{'formasi_id': '327c7373-b698-495b-aac9-3511a41e3334', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Gembor', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
{'formasi_id': '40626441-ef44-4c60-aa73-651adcb14634', 'ins_nm': 'Pemerintah Kota Tangerang', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Pemerintah Kota Tangerang | Dinas Kesehatan | UPT Puskesmas Cikokol', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '2858800', 'gaji_max': '6458800', 'jumlah_ms': 0}
